,road_name,gender
1016,Anton Struik straat,male
1017,Anton Verheij straat,male
1018,Anton Waldorp straat,male
1019,Antonie Heinsius straat,male
1020,Antonio Vivaldi straat,male
1021,Antony Modderman straat,male
1022,Antoon Keldermans straat,male
1023,Apollo laan,male
1024,Aquamarin,female
1025,Arago hof,male
1026,Arcadia,female
1027,Arcella straat,female
1028,Bomenrijk,unknown
1029,Bonaire plein,female
1030,Bonaire straat,male
1031,Archangel kade,male
1032,Archangel weg,male
1033,Archimedes laan,male
1034,Archimedes plantsoen,male
1035,Archimedes weg,male
1036,Ardennen laan,female
1037,Arenborg,unknown
1038,Arend laan,male
1039,Arendonk singel,male
1040,Da Costa straat,male
1041,Arent Janszoon Ernst straat,male
1042,Arent Krijts straat,male
1043,Argonauten straat,unknown
1044,Argo straat,male
1045,Ariana Nozeman straat,female
1046,Arie Biemond straat,male
1047,Arij Prins straat,male
1048,Aristide Briand straat,male
1049,Aristoteles straat,male
1050,Arlanda weg,male
1051,Arm brug,male
1052,Armeense brug,male
1053,Arnold Geulincx pad,male
1054,Arnold Ingwersen pad,male
1055,Arnold SchöNberg laan,male
1056,Arondeus straat,unknown
1057,Artemis straat,female
1058,Arthur Meerwaldt pad,male
1059,Arthur Van Schendel straat,male
1060,Aruba straat,female
1061,ArèNpalm straat,unknown
1062,Asingaborg,unknown
1063,Assendelft straat,unknown
1064,Assum burg,male
1065,Asta Elstak straat,female
1066,Astasia straat,female
1067,Asterdwars weg,male
1068,Aster weg,female
1069,AtatüRk,female
1070,Atje Keulen-Deelstra straat,male
1071,Atlantis plein,male
1072,Atlas Maior brug,male
1073,August Allebé Plein,male
1074,August Vermeylen straat,male
1075,Aula laan,female
1076,Aurikel straat,unknown
1077,Bongerd kade,male
1078,Bongerd kade (Druiven straat),male
1079,Bonhoeffer singel,male
1080,Boni plein,female
1081,Boni straat,male
1082,Bonnefanten straat,unknown
1083,Bontekoe straat,unknown
1084,Mr. P.N. Arntzenius weg,male
1085,Bijlmer dreef,female
1086,Bijlmer plein,female
1087,Boomgaard laan,female
1088,Boomklok straat,unknown
1089,Bretten pad,female
1090,Brienzer straat,male
1091,Brink,male
1092,Brinkie pad,female
1093,Brink straat,male
1094,Brisselkerk straat,unknown
1095,Bristou,unknown
1096,Britten burg,female
1097,Broeker gouw,female
1098,Hardware weg,male
1099,Buiksloter dijk,male
1100,Buiksloterkerk pad,female
1101,Buikslotermeer dijk,male
1102,Daalwijk,unknown
1103,Buikslotermeer plein,female
1104,Burgemeester Van Leeuwen laan,male
1105,Burgemeester Van Tienhoven gracht,male
1106,George Gershwin laan,male
1107,George Orton pad,male
1108,George Sand straat,male
1109,Burgemeester De Vlugt laan,female
1110,Burgemeester Elias straat,male
1111,Burgemeester Fock straat,male
1112,Burgemeester Hogguer straat,male
1113,Burgemeester Kastelein straat,male
1114,Burgemeester Mul straat,male
1115,George Slieker kade,male
1116,Burgemeester RöEll straat,male
1117,Burgemeester Straman weg,male
1118,Burgemeester Tellegen straat,male
1119,Burgemeester Van De Poll straat,male
1120,Dorps weg Rans dorp,male
1121,Carolina Macgillavry laan,female
1122,Carolina Mcgillivray Laan,female
1123,Carrasco plein,male
1124,Carry Pothuis-Smit straat,female
1125,Carry Van Bruggen straat,male
1126,Cas Oorthuys kade,male
1127,Casablanca weg,male
1128,Castor plein,male
1129,Castor straat,male
1130,Catharina Van Rennes straat,male
1131,Catharina Van Tussenbroek straat,male
1132,Catharinahofje,unknown
1133,Ceder laan,female
1134,George Westinghouse straat,male
1135,Geraardsbergen straat,unknown
1136,Geranium weg,female
1137,Ceintuur baan,male
1138,Ceintuur brug,male
1139,Celebes straat,male
1140,Cellebroers steeg,unknown
1141,Celsius straat,male
1142,Centaurus straat,male
1143,Centavos hof,female
1144,Centime hof,female
1145,Centraal Station,female
1146,Centrale Groothandelsmarkt,male
1147,Daalwijk dreef,unknown
1148,Centrale Hem weg,male
1149,Chaloen,male
1150,Changi weg,male
1151,Charles Boissevain straat,male
1152,Charles Leickert straat,male
1153,Charlotte Bronté Straat,female
1154,Charlotte Cooper pad,female
1155,Charlotte De Bourbon straat,female
1156,Daam Van Haren straat,male
1157,Christoffel Plantijn pad,female
1158,Chrysanten laan,female
1159,Chrysanten straat,unknown
1160,Churchill- Laan,male
1161,Cilliers straat,male
1162,Circus plein,female
1163,Cissy Van Marxveldt straat,male
1164,Citroenen straat,unknown
1165,Clara Barton straat,male
1166,Clara Meyer-Wichmann straat,male
1167,Clara Zetkin straat,female
1168,Claus Van Amsberg straat,male
1169,Clauskindere weg,male
1170,Clematis straat,male
1171,Clifford straat,male
1172,Coentunnelcircuit,unknown
1173,Coentunnel weg,male
1174,Colenbrander hof,female
1175,Colenso straat,male
1176,Colima straat,female
1177,Columbus plein,female
1178,Comenius straat,unknown
1179,Commandants brug,male
1180,Commelin straat,unknown
1181,Compagnie straat,male
1182,Computer weg,male
1183,Conakry weg,male
1184,Concertgebouw,unknown
1185,Daan Roodenburgh plein,male
1186,Contact weg,male
1187,Cor Hermus straat,male
1188,Cor Ruys hof,male
1189,Cor Van Weele hof,male
1190,Corantijn straat,unknown
1191,Corelli straat,unknown
1192,Corfu plantsoen,male
1193,Cornelis Aarnouts straat,male
1194,Cornelis De Groot pad,female
1195,Cornelis De Rooij pad,female
1196,Cornelis Dijksterhuis straat,male
1197,Cornelis Dirksz straat,male
1198,Cornelis Dopper kade,male
1199,Cornelis Douwes weg,male
1200,Daan Van Dijk pad,male
1201,Dachstein,unknown
1202,Dadelpalm straat,unknown
1203,Gerard Brandt straat,male
1204,Cornelis Kruseman straat,male
1205,Cornelis Lely laan,male
1206,Cornelis Lely plein,male
1207,Cornelis Outshoorn straat,male
1208,Cornelis Roobol straat,male
1209,Cornelis Roos straat,female
1210,Cornelis Schuyt straat,male
1211,Cornelis Sorgdrager straat,male
1212,Cornelis Springer straat,male
1213,Cornelis Troost plein,male
1214,Gerard Callenburg straat,male
1215,Cruquius weg,male
1216,Cruuskerk straat,unknown
1217,Crynssen straat,unknown
1218,CuraçAo straat,unknown
1219,Curie straat,female
1220,Cuwbland straat,unknown
1221,Cuyperspassage,unknown
1222,Cuyperstrap,unknown
1223,Cycladen laan,female
1224,Cyclamen straat,female
1225,Czaar Peter straat,male
1226,CéRamique laan,female
1227,D.L. Hudig straat,unknown
1228,Da Costa kade,male
1229,Da Costa plein,female
1230,Danzigerbocht,unknown
1231,Danziger kade,male
1232,Dapper plein,male
1233,Dapper straat,male
1234,Darling straat,female
1235,Darwin plantsoen,male
1236,Daveren,unknown
1237,David Bles straat,male
1238,David Hume hof,male
1239,David Kouwenaar straat,male
1240,David Ricardo straat,male
1241,De Alpen,male
1242,De Arend brug,male
1243,De Bazel hof,male
1244,De Bieten brug,male
1245,De Biezen hof,female
1246,De Bleeckster,unknown
1247,De Boele laan,female
1248,De Boele laan / Vu,female
1249,Gerard Dou plein,male
1250,Oude Meer hof,female
1251,De Clercq straat,female
1252,De Corridor,male
1253,De Cuser straat,unknown
1254,De Duiker straat,unknown
1255,De Egmonden straat,unknown
1256,De Entree,male
1257,De Genestet straat,unknown
1258,De Groene Zoom,male
1259,De Kamp,male
1260,De Kempenaer straat,unknown
1261,De Kluft straat,unknown
1262,De La Reij straat,male
1263,De La Salle straat,female
1264,Gerard Dou straat,male
1265,De Lairesse straat,unknown
1266,De Leeuw Van Vlaanderen straat,male
1267,De Leggende Os straat,unknown
1268,De Liefde,male
1269,De Loper,male
1270,De Miranda laan,female
1271,De Oase,male
1272,De Octopus,male
1273,De Passage,female
1274,De Peerel straat,unknown
1275,De Rijp gracht,unknown
1276,De Rijp straat,unknown
1277,De Roos Van Dekama weg,female
1278,Dintel straat,unknown
1279,Gerard Reve brug,male
1280,De Ruijter kade,male
1281,De Savornin Lohman straat,male
1282,De Schaapherder straat,unknown
1283,De Schorren straat,unknown
1284,De Sitter straat,male
1285,De Tourton Bruyns straat,male
1286,De Wieden,unknown
1287,Decca weg,female
1288,Dekschuit straat,unknown
1289,Del Court Van Krimpen straat,female
1290,Delfland laan,female
1291,Delfland plein,female
1292,Deli straat,male
1293,Delle Alpi hof,male
1294,Delta straat,male
1295,Demerara straat,unknown
1296,Demer hof,male
1297,Den Briel straat,female
1298,Den Burg straat,male
1299,Den Helder straat,male
1300,Den Tex straat,male
1301,Dender hof,male
1302,Dennen hof,female
1303,Dennen laan,female
1304,Dennenrode,unknown
1305,Dennenrode pad,female
1306,Derde Amstelvliet pad,female
1307,Derde Egelantiersdwars straat,male
1308,Derde Goudsbloemdwars straat,male
1309,Derde Helmers straat,male
1310,Derde Hugo De Groot straat,male
1311,Oude Nieuw straat,female
1312,Diemerbos pad,female
1313,Diemer hof,male
1314,Diemer kade,male
1315,Diemermere,unknown
1316,Diemerpark laan,female
1317,Diemerzee dijk,male
1318,Diopter,unknown
1319,Diepenbrock straat,unknown
1320,Dierenriem,unknown
1321,Dieze straat,female
1322,Dijkbraak,unknown
1323,Dijkdwars straat,unknown
1324,Dijkgraaf plein,female
1325,Dijkman pad,female
1326,Dijkmanshuizen straat,unknown
1327,Dijkmeer laan,female
1328,Dijks gracht,unknown
1329,Dijksgracht kade,male
1330,Tweede Coehoorn straat,male
1331,Distel weg,male
1332,Ditlaar,unknown
1333,Djakartaterras,unknown
1334,Djambi straat,unknown
1335,Doblijn,unknown
1336,Docklands weg,male
1337,Doctor H. Colijn straat,male
1338,Doddendaal,unknown
1339,Dokter Meurer laan,female
1340,Dolfijn hof,female
1341,Dolhaantje straat,unknown
1342,Gerard Rutten hof,male
1343,Gerard Schaep straat,male
1344,Dolinga dreef,unknown
1345,Dollard pad,female
1346,Dollard plein,female
1347,Dollebegijnen steeg,unknown
1348,Dom H. Van Der Laan straat,male
1349,Domela Nieuwenhuis straat,female
1350,Don Bosco straat,male
1351,Donar straat,male
1352,Donau weg,male
1353,Donge straat,unknown
1354,Donker Curtius straat,male
1355,Doorn burg,male
1356,Doppler straat,male
1357,Dorps plein,female
1358,Dorps straat Holysloot,unknown
1359,Gerard Terborg straat,male
1360,Dors,female
1361,Dortmuiden,unknown
1362,Dorus Rijkers hof,male
1363,Dostojevski singel,male
1364,Dotterbloem straat,unknown
1365,Douwes Dekker straat,male
1366,Dovenetel straat,unknown
1367,Dr. C.W. Ittmann pad,female
1368,Dr. D.M. Sluys pad,female
1369,Dr. E. Boekman straat,unknown
1370,Dr. J.A. Ringers straat,unknown
1371,Dr. Jan Van Breemen straat,male
1372,Draaier weg,male
1373,Drachme singel,male
1374,Drakenstein,unknown
1375,Drie Burg pad,female
1376,Drieban straat,unknown
1377,Driedistel straat,unknown
1378,Drieharingen brug,male
1379,Driehoek straat,unknown
1380,Driekoningen straat,unknown
1381,Driemond pad,female
1382,Driemond weg,male
1383,Drontermeer pad,female
1384,Droogbak,unknown
1385,Drosten burg,male
1386,Druiven brug,male
1387,Druiven straat,unknown
1388,Drusius hof,female
1389,Du Perron straat,male
1390,Dubbelegang,unknown
1391,Dubbeleworst steeg,unknown
1392,Dubbelink,unknown
1393,Dubbelink dreef,unknown
1394,Dubbelmonde hof,female
1395,Dudok De Wit hof,male
1396,Dufay straat,female
1397,Duffel hof,female
1398,Duifjes steeg,unknown
1399,Duinbeek,unknown
1400,Duindoorn plein,female
1401,Duinlust pad,female
1402,Duinlust straat,unknown
1403,Duiveland straat,unknown
1404,Gerardus Van Der Groep laan,male
1405,Griend straat,unknown
1406,Duivendrechtse kade,male
1407,Duiven steeg,unknown
1408,Duizendschoon straat,unknown
1409,Dukdalf weg,male
1410,Duke Ellington straat,male
1411,Dulcie September pad,female
1412,Dulong pad,female
1413,Dulong straat,unknown
1414,Durban weg,male
1415,Dynamo straat,male
1416,Easton straat,male
1417,Eclips hof,female
1418,Durgerdammer dijk,male
1419,Durgerdammer gouw,female
1420,Dusart straat,unknown
1421,Dwarswatering,unknown
1422,Dwaze Moeders Plein,female
1423,Dwergpalm straat,unknown
1424,Dwergplaneten baan,male
1425,Dwergvinvis straat,unknown
1426,Ecu plein,female
1427,Ed Pelster park,female
1428,Ed Van Der Elsken hof,male
1429,Edammer pad,female
1430,Edammer straat,unknown
1431,Eden burg,female
1432,Edenville,unknown
1433,Edison straat,male
1434,Edith Magnus straat,female
1435,Eduard Hellendoorn straat,male
1436,Eduard Jacobs hof,male
1437,Eduard Meijer straat,male
1438,Eduard Van Beinum straat,male
1439,Eduard Veterman straat,male
1440,Edumbe,unknown
1441,Eef Kamerbeek pad,female
1442,Eef Kamerbeek straat,female
1443,Eemland straat,unknown
1444,Eems straat,male
1445,Eenden straat,unknown
1446,Eendracht straat,unknown
1447,Eenhoorn hof,female
1448,Eenhoornsluis,unknown
1449,Eensgevonden,unknown
1450,Eerste Amstelvliet pad,female
1451,Eerste Anjeliersdwars straat,male
1452,Eerste Atjeh straat,male
1453,Eerste Bloemdwars straat,male
1454,Eerste Constantijn Huygens straat,male
1455,Eerste Disteldwars straat,male
1456,Eerste Egelantiersdwars straat,male
1457,Eerste Goudsbloemdwars straat,male
1458,Eerste Helmers straat,male
1459,Eerste Hugo De Groot straat,male
1460,Eerste Jacob Van Campen straat,male
1461,Eerste Jan Steen straat,male
1462,Eerste Jan Van Der Heijden straat,male
1463,Eerste Keuchenius straat,male
1464,Eerste Kostverloren kade,male
1465,Eerste Laurierdwars straat,male
1466,Eerste Leeghwater straat,male
1467,Eerste Leliedwars straat,male
1468,Eerste Lindendwars straat,male
1469,Eerste Looiersdwars straat,male
1470,Eerste Marnixdwars straat,male
1471,Eerste Marnix plantsoen,male
1472,Eerste Nassau straat,male
1473,Eerste Oosterpark straat,male
1474,Eerste Passeerdersdwars straat,male
1475,Eerste Van Swinden straat,male
1476,Eerste Vogel straat,male
1477,Eerste Weteringdwars straat,male
1478,Eerste Wetering plantsoen,male
1479,Eeuwige Jeugd laan,female
1480,Efua Sutherland straat,male
1481,Egelantiers gracht,unknown
1482,Egelantiers straat,unknown
1483,Egelen burg,male
1484,Egelskop straat,unknown
1485,Eggert straat,male
1486,Egidius straat,male
1487,Egoli,unknown
1488,Egoli plein,female
1489,Eg straat,unknown
1490,Ehrlich straat,male
1491,Eierland straat,unknown
1492,Eiger,male
1493,Eiken weg,female
1494,Einthoven straat,unknown
1495,Eisden straat,unknown
1496,Eisinga straat,unknown
1497,Ekangala,unknown
1498,Ekapa,unknown
1499,Elands gracht,unknown
1500,Elands straat,unknown
1501,Elba weg,female
1502,Elber veld,male
1503,Elckerlijc straat,unknown
1504,Eldorado,male
1505,Elegast straat,male
1506,Elektron straat,male
1507,Elementen straat,unknown
1508,Elfendans straat,unknown
1509,Elgar Vos brug,male
1510,Elim,female
1511,Elisabeth Boddaert straat,female
1512,Elisabeth Samson straat,female
1513,Elisabeth Wolff straat,female
1514,Eliza Van Calcar straat,male
1515,Elizabeth Cady Stanton plein,male
1516,Ella Fitzgerald straat,female
1517,Elleboog steeg,unknown
1518,Ellert Vlierop straat,male
1519,Elpermeer,unknown
1520,Elpermeer pad,female
1521,Elsen singel,female
1522,Emma straat,female
1523,Elsrijk dreef,unknown
1524,Elstar straat,unknown
1525,Elysium,male
1526,Elzenhagen pad,female
1527,Emmeline Pankhurst straat,female
1528,Emmikhoven straat,unknown
1529,Emmy Andriesse straat,female
1530,Empangeni,unknown
1531,Employee Access,male
1532,Endumeni,unknown
1533,Engcobo,unknown
1534,Enge Kapel steeg,female
1535,Enge Kerk steeg,male
1536,Enge Lombard steeg,female
1537,Engelse steeg,unknown
1538,Enkeldoorn,unknown
1539,Enkhuizer plein,female
1540,Enkhuizer straat,unknown
1541,Ennemaborg,unknown
1542,Enny Vrede straat,female
1543,Entabeni,unknown
1544,Entrepot brug,male
1545,Entrepotdok,unknown
1546,Elzenhagen singel,male
1547,Elzen laan,female
1548,Elzenlaantje,unknown
1549,Emanuel Van Meteren straat,male
1550,Emanzana,unknown
1551,Emergency Access,male
1552,Emfuleni,unknown
1553,Emilie Knappert straat,female
1554,Emma laan,female
1555,Entrepotdoksluis,unknown
1556,Entrepot kade,male
1557,Enzerinck,unknown
1558,Eos straat,male
1559,Epicurus straat,male
1560,Erasmus gracht,male
1561,Erasmus park,female
1562,Ereprijs,unknown
1563,Ereprijs straat,unknown
1564,Erich Salomon straat,male
1565,Erik De Roode straat,male
1566,Ernest Staes plein,male
1567,Ernest Staes straat,male
1568,Ernst Cahn En Alfred Kohn brug,male
1569,Ernst Cahn singel,male
1570,Erts kade,male
1571,Escudo laan,female
1572,Esdoorn laan,female
1573,Esmoreit straat,male
1574,Etna straat,male
1575,Eudorina straat,unknown
1576,Euro kade,male
1577,Europa boulevard,male
1578,Fluwelen Hoofd laan,female
1579,Foekje Dillema straat,female
1580,Foeliedwars straat,unknown
1581,Grift straat,male
1582,Europa plein,female
1583,Eva Besnyö Straat,female
1584,Everard Van Reijd hof,male
1585,Eversdal,unknown
1586,Evert Cornelis straat,male
1587,Evert Van Der Wall brug,male
1588,Evertsweert plantsoen,unknown
1589,Evertsweert straat,unknown
1590,Ewoud Worst straat,male
1591,Ezels brug,male
1592,Faas Wilkes straat,male
1593,Fagel straat,male
1594,Fahrenheit singel,female
1595,Fahrenheit straat,female
1596,Ferdinand Bol straat,male
1597,Ferdinand Huyck straat,male
1598,Ferdinand Spit straat,male
1599,Ferguut straat,unknown
1600,Ferraris straat,male
1601,Ferry Ploeger straat,male
1602,Fibiger straat,unknown
1603,Fien De La Mar Straat,female
1604,Fijnje Van Salverda straat,male
1605,Filips Van Almonde straat,male
1606,Finsen straat,male
1607,Fizeau straat,male
1608,Flamingo straat,male
1609,Flammarion straat,male
1610,Fleerde,unknown
1611,Flevo laan,female
1612,Foelie straat,unknown
1613,Foerster hof,female
1614,Fogo straat,male
1615,Fokke Simonsz straat,male
1616,Fokkemast,unknown
1617,Flevo park,female
1618,Flevopark weg,male
1619,Flierbos dreef,unknown
1620,Flierbos pad,female
1621,Flora pad,female
1622,Florapark weg,male
1623,Flora weg,female
1624,Florence Nightingale straat,female
1625,Florence Price hof,male
1626,Florijn,male
1627,Floris Van Der Laaken straat,male
1628,Floris Verster straat,male
1629,Fluessen laan,female
1630,Fluitschip straat,unknown
1631,Foppinga dreef,unknown
1632,Forint plantsoen,unknown
1633,Formentera pad,female
1634,Fortuin straat,unknown
1635,Fosfaat kade,male
1636,Fosfaat weg,male
1637,Fossema,unknown
1638,Foucault straat,male
1639,Fraijlemaborg,unknown
1640,Frambozen straat,unknown
1641,Francesca Caccini pad,female
1642,Franciscus Claessen straat,male
1643,Frank Van Der Goes straat,male
1644,Frankemaheerd,unknown
1645,Frankemaheerd pad,female
1646,Franken straat,male
1647,Frans Bastiaanse straat,male
1648,Frans De Wollant straat,male
1649,Frans Duwaer straat,male
1650,Frans Hals straat,male
1651,Frans Naerebout hof,male
1652,Frans Van Mieris straat,male
1653,Franz Ziegler straat,male
1654,Fraunhofer straat,unknown
1655,Fred Petter baan,male
1656,Fred. Roeske straat,male
1657,Fred. Thomas straat,male
1658,Frederik Hendrik plantsoen,male
1659,Gerda Brautigam straat,female
1660,Grill'S Hofje,unknown
1661,Frederik Hendrik straat,male
1662,Frederik Van Dorp straat,male
1663,Frederik Van Eeden straat,male
1664,Frederiks plein,female
1665,Frederiks straat,male
1666,Freek Ox straat,male
1667,Fregat straat,male
1668,Frege laan,female
1669,Freule Wttewaal pad,female
1670,Fridtjof Nansen hof,male
1671,Friesland straat,male
1672,Frissenstein pad,female
1673,Funen park,female
1674,Funke KüPper straat,female
1675,G.J. Scheurleer pad,female
1676,G.J. Scheurleer weg,male
1677,G.J.M. Sarlemijn straat,unknown
1678,G.T. Ketjen weg,male
1679,Gaande weg,male
1680,Gaasp,unknown
1681,Gaasperzoom pad,female
1682,Gaasp straat,unknown
1683,Gaasperdammer pad,female
1684,Gaasterland pad,female
1685,Gaasterland straat,unknown
1686,GabriëL Metsu straat,male
1687,Gaffelaars pad,female
1688,Gaffel straat,unknown
1689,Galant straat,male
1690,Gala straat,female
1691,Gaasperdammer weg,male
1692,Gaaspermolen pad,female
1693,Galgen brug,male
1694,Galgen straat,unknown
1695,Grimbergen straat,unknown
1696,Oude Spiegel straat,male
1697,Gaasperpark pad,female
1698,Gaasperplas pad,female
1699,Galileï Plantsoen,unknown
1700,Galjoen straat,unknown
1701,Galvani straat,male
1702,Galwin,male
1703,Ganzebloem straat,unknown
1704,Ganzenhoef pad,female
1705,Ganzenveld straat,unknown
1706,Ganzen weg,male
1707,Gaper steeg,male
1708,Gare Du Nord,male
1709,Garstkamp,unknown
1710,Gasthuismolen steeg,unknown
1711,Gebed Zonder End,male
1712,Gebroeders A. En B. Wolfswinkel weg,male
1713,Gedempt Hamerkanaal,unknown
1714,Gedempte Begijnensloot,unknown
1715,Gedempte Insteekhaven,unknown
1716,Geduld,unknown
1717,Geelbek straat,unknown
1718,Geelvincks steeg,unknown
1719,Geer Ban,male
1720,Geleyn Bouwensz straat,unknown
1721,Gerrie Knetemann laan,male
1722,Hegel hof,male
1723,Geerdink hof,female
1724,Gelre straat,unknown
1725,Gemeenschapspolder weg,male
1726,Goldberger steeg,unknown
1727,Grimburgwal,unknown
1728,Geerdinkhof pad,female
1729,Geerdinkhof weg,male
1730,Geert Groote straat,male
1731,Geertje Wielema pad,female
1732,Geertje Wielema plein,female
1733,Geertruida Van Lier straat,male
1734,Geervliet,unknown
1735,Gein-Noord,female
1736,Gein-Zuid,female
1737,Gelderse kade,male
1738,Geldershoofd,unknown
1739,Geleen straat,female
1740,Gerrit Bronke pad,male
1741,Gerrit Mol brug,male
1742,Gerrit Stuyver straat,male
1743,Gerrit Van Den Bosch pad,male
1744,Gerrit Van Der Veen straat,male
1745,Gerrit Van Erkel straat,male
1746,Gerrit Versteeg straat,male
1747,Geschutswerf,unknown
1748,Geul straat,male
1749,Geuzen kade,male
1750,Geuzen straat,unknown
1751,Gevle brug,male
1752,Gibraltar straat,male
1753,Giessen burg,male
1754,Gieterij,unknown
1755,Gieters straat,unknown
1756,Gijsbrecht Van Aemstel straat,male
1757,Gijsbrecht Van Ijselstein straat,male
1758,Gileppe hof,female
1759,Gillis Steltman straat,male
1760,Gillis Van Ledenberch straat,male
1761,Gladiolen laan,female
1762,Glauber weg,male
1763,Glitter straat,female
1764,Goden brug,male
1765,Goed Geluimd Hof,female
1766,Goed Genoeg,female
1767,Goeman Borgesius straat,male
1768,Goeree straat,unknown
1769,Gooioord,unknown
1770,Gooise Kant,male
1771,Graan straat,unknown
1772,Grachtenvlinder,unknown
1773,Graftdijker straat,unknown
1774,Gran Paradiso,male
1775,Granaat straat,unknown
1776,Granida straat,female
1777,Granulaat plein,female
1778,Grasrijk,unknown
1779,Graswal,unknown
1780,Gras weg,female
1781,Graven straat,male
1782,Gravestein,unknown
1783,Grens straat,female
1784,Greta laan,female
1785,Gretha laan,female
1786,Gooise weg,male
1787,Gordijnen steeg,male
1788,Gorontalo straat,male
1789,Gors straat,unknown
1790,Gosschalk laan,female
1791,Goudbal pad,female
1792,Gouden Leeuw,male
1793,Gouden Regen laan,male
1794,Goudestein,unknown
1795,Goudreinet straat,unknown
1796,Goudriaan straat,male
1797,Goudsbloem laan,female
1798,Goudslagersgang,unknown
1799,Griane straat,unknown
1800,Groeneveen,unknown
1801,Groenhoedenveem,unknown
1802,Groen hof,female
1803,Groenhoven,unknown
1804,Groenland straat,unknown
1805,Groenlust,unknown
1806,Groenmarkt kade,male
1807,Groen pad,female
1808,Groentepraam brug,male
1809,Groesbeek dreef,unknown
1810,Groet straat,unknown
1811,Groeze straat,unknown
1812,Grondzeiler,unknown
1813,Groningen straat,unknown
1814,Groot Blanken berg,male
1815,Groot-Essen burg,female
1816,Grootslag straat,unknown
1817,Grootzeil,unknown
1818,Grootzeil hof,female
1819,Grossglockner,unknown
1820,Grote Beer straat,male
1821,Grote Bickers straat,male
1822,Grote Brouwerssluis,male
1823,Grote Die straat,male
1824,Grote Ruwen berg,male
1825,Grote Wittenburger straat,male
1826,Grubbehoeve,unknown
1827,Grutto laan,female
1828,Guggenheim laan,female
1829,Guido Gezelle straat,male
1830,Guldehand steeg,unknown
1831,Gulden Kruis,male
1832,Gulden Kruis pad,female
1833,Gulden Winckel plantsoen,male
1834,Gulden Winckel straat,male
1835,Guldenpromenade,unknown
1836,Gunterstein,unknown
1837,Gustav Mahler laan,female
1838,Gustav Mahler plein,male
1839,Gutser straat,unknown
1840,Gyroscoop weg,male
1841,H. Cleyndert weg,male
1842,H. Diesveld singel,male
1843,H. Gerhard straat,male
1844,Hegeraat straat,unknown
1845,H. Stolle plantsoen,male
1846,H.A.J. Baanders kade,male
1847,H.J. Algra straat,male
1848,H.J.E. Wenckebach weg,male
1849,H.J.M. Walenkamp straat,unknown
1850,H.M. Kraaijvanger straat,unknown
1851,H.M. Van Randwijk plantsoen,male
1852,H.T. Zwiers plantsoen,unknown
1853,Haag En Veld,male
1854,Haagwinde weg,male
1855,Haaksberg weg,male
1856,Haardstee,unknown
1857,Haarlemmer Houttuinen,unknown
1858,Haarlemmer dijk,male
1859,Haarlemmermeer straat,unknown
1860,Haarlemmer plein,female
1861,Haarlemmersluis,unknown
1862,Haarlemmer straat,unknown
1863,Haarlemmer weg,male
1864,Haarlerberg pad,female
1865,Haarlerberg weg,male
1866,Habaai pad,female
1867,Hacquart straat,unknown
1868,Hadramout,unknown
1869,Hagedoorn plein,female
1870,Hagedoorn weg,male
1871,Hageland,unknown
1872,Hajo Brugmans hof,male
1873,Hakfort,unknown
1874,Halmaheira straat,unknown
1875,Halvemaans brug,male
1876,Halvemaan steeg,unknown
1877,Hamer straat,male
1878,Hammarby straat,unknown
1879,Heggerank weg,male
1880,Hamont straat,unknown
1881,Han Hollander laan,male
1882,Han Lammers brug,male
1883,Han Rensenbrink pad,male
1884,Han Van Zomeren brug,male
1885,Handbal straat,male
1886,Handboog straat,unknown
1887,Handmolen,unknown
1888,Haneda straat,female
1889,Hannie Dankbaarpassage,female
1890,Hannie Termeulen pad,female
1891,Hans Katan hof,male
1892,Hans Meerum Terwogt weg,male
1893,Hans Onversaagd straat,male
1894,Haparandadam,unknown
1895,Haparandasteiger,unknown
1896,Haparanda weg,male
1897,Hardeveld straat,unknown
1898,Haringbuis dijk,male
1899,Haringpakkers steeg,unknown
1900,Haringvliet straat,unknown
1901,Hark straat,male
1902,Harmonie hof,female
1903,Haroekoe straat,unknown
1904,Harriet Freezer straat,female
1905,Harry Bannink brug,male
1906,Harry Bannink straat,male
1907,Harry Koningsberger straat,male
1908,Hart Nibbrig straat,male
1909,Hartelstein,unknown
1910,Harten straat,male
1911,Hartshoorngang,unknown
1912,Hartveldse weg,male
1913,Hasebroek straat,unknown
1914,Haspels straat,unknown
1915,Hasselaers steeg,unknown
1916,Haven pad,female
1917,Hei brug,male
1918,Heidoti straat,unknown
1919,Heilige weg,male
1920,Heiligewegssluis,unknown
1921,Heimans pad,female
1922,Haven straat,female
1923,Havikshorst,unknown
1924,Haviks laan,female
1925,Haya Van Someren-Downer straat,male
1926,Hazelaar laan,female
1927,Hazelaar straat,unknown
1928,Hazen straat,male
1929,Heathrow straat,male
1930,Hebriden laan,female
1931,Hecht En Sterk hof,male
1932,Hechtel straat,unknown
1933,Hector straat,male
1934,Hedera brug,male
1935,Heemstede straat,unknown
1936,Heenweg pad,female
1937,Heer Halewijn straat,female
1938,Heermoes straat,unknown
1939,Heester veld,male
1940,Hempont plein,female
1941,Heimans weg,male
1942,Hein Donner brug,male
1943,Heining,unknown
1944,Heinze straat,male
1945,Hei steeg,male
1946,Hekel veld,male
1947,Hekla,female
1948,Heksen pad,female
1949,Helena Kuipers-Rietberg hof,female
1950,Helena Mercier straat,female
1951,Helene Madison straat,female
1952,Helicopter straat,male
1953,Heliotroop straat,unknown
1954,Heli pad,female
